record_id,model,condition,gold_family,emitted_count,unique_count,done_reason,generated_tokens,token_limit_completion,emit_0,emit_1,emit_2,emit_3,emit_4,emit_5
nvbench2:dev:628,gemma3:27b,staged,rect,1,1,stop,652,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:641,gemma3:27b,staged,rect,1,1,stop,487,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:642,gemma3:27b,staged,line,1,1,stop,556,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:644,gemma3:27b,staged,bar+line,1,1,stop,560,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:647,gemma3:27b,staged,bar,1,1,stop,545,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:651,gemma3:27b,staged,bar,1,1,stop,493,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:655,gemma3:27b,staged,line,1,1,stop,573,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:666,gemma3:27b,staged,line,2,2,stop,512,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:672,gemma3:27b,staged,bar,1,1,stop,423,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:675,gemma3:27b,staged,bar,1,1,stop,449,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:681,gemma3:27b,staged,bar,1,1,stop,526,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:683,gemma3:27b,staged,bar,1,1,stop,545,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:684,gemma3:27b,staged,bar,1,1,stop,534,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:713,gemma3:27b,staged,bar,1,1,stop,599,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:715,gemma3:27b,staged,point,1,1,stop,481,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:716,gemma3:27b,staged,boxplot,1,1,stop,553,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:717,gemma3:27b,staged,boxplot,1,1,stop,460,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:718,gemma3:27b,staged,boxplot,1,1,stop,500,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:719,gemma3:27b,staged,arc,1,1,stop,517,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:721,gemma3:27b,staged,boxplot,1,1,stop,515,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:723,gemma3:27b,staged,boxplot,1,1,stop,382,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:725,gemma3:27b,staged,boxplot,1,1,stop,426,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:732,gemma3:27b,staged,bar+line+rect,2,2,stop,587,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:733,gemma3:27b,staged,bar+line+rect,2,2,stop,568,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:17,llama3.2:3b,direct,line,5,5,stop,339,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:22,llama3.2:3b,direct,boxplot,2,2,stop,253,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:23,llama3.2:3b,direct,point,5,5,stop,280,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:25,llama3.2:3b,direct,rect,5,5,stop,334,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:33,llama3.2:3b,direct,arc,5,5,stop,213,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:34,llama3.2:3b,direct,point,5,5,stop,282,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:35,llama3.2:3b,direct,bar+line+point+rect,5,5,stop,343,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:39,llama3.2:3b,direct,arc,5,5,stop,250,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:40,llama3.2:3b,direct,rect,5,5,stop,229,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:41,llama3.2:3b,direct,arc,5,5,stop,362,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:48,llama3.2:3b,direct,arc,5,5,stop,260,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:49,llama3.2:3b,direct,line,5,5,stop,355,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:51,llama3.2:3b,direct,bar,1,1,stop,59,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:54,llama3.2:3b,direct,bar,5,5,stop,288,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:57,llama3.2:3b,direct,rect,5,5,stop,387,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:61,llama3.2:3b,direct,arc,5,5,stop,355,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:63,llama3.2:3b,direct,arc,5,5,stop,365,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:68,llama3.2:3b,direct,arc,5,5,stop,346,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:72,llama3.2:3b,direct,arc,5,5,stop,272,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:73,llama3.2:3b,direct,arc,5,5,stop,327,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:76,llama3.2:3b,direct,bar,5,5,stop,252,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:83,llama3.2:3b,direct,arc,5,5,stop,271,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:84,llama3.2:3b,direct,rect,5,5,stop,320,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:89,llama3.2:3b,direct,arc,5,5,stop,358,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:92,llama3.2:3b,direct,arc,5,5,stop,382,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:97,llama3.2:3b,direct,line,5,5,stop,328,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:103,llama3.2:3b,direct,boxplot,5,5,stop,271,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:105,llama3.2:3b,direct,arc,5,5,stop,355,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:108,llama3.2:3b,direct,boxplot,5,5,stop,242,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:112,llama3.2:3b,direct,boxplot,5,5,stop,352,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:114,llama3.2:3b,direct,line,5,5,stop,347,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:116,llama3.2:3b,direct,arc,5,5,stop,251,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:118,llama3.2:3b,direct,rect,5,5,stop,267,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:127,llama3.2:3b,direct,arc,5,5,stop,405,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:136,llama3.2:3b,direct,boxplot,5,5,stop,230,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:138,llama3.2:3b,direct,bar,5,5,stop,324,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:139,llama3.2:3b,direct,line,5,5,stop,295,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:143,llama3.2:3b,direct,rect,5,5,stop,332,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:144,llama3.2:3b,direct,bar,5,5,stop,396,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:149,llama3.2:3b,direct,point,5,5,stop,209,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:157,llama3.2:3b,direct,point,5,5,stop,253,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:158,llama3.2:3b,direct,point,5,5,stop,265,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:165,llama3.2:3b,direct,line,5,5,stop,277,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:167,llama3.2:3b,direct,bar,5,5,stop,242,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:176,llama3.2:3b,direct,line,5,5,stop,299,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:182,llama3.2:3b,direct,rect,5,5,stop,344,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:188,llama3.2:3b,direct,rect,5,5,stop,347,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:191,llama3.2:3b,direct,rect,5,5,stop,365,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:203,llama3.2:3b,direct,bar+line,5,5,stop,246,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:214,llama3.2:3b,direct,rect,5,5,stop,245,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:223,llama3.2:3b,direct,boxplot,5,5,stop,251,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:228,llama3.2:3b,direct,rect,5,5,stop,302,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:232,llama3.2:3b,direct,arc,5,5,stop,292,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:245,llama3.2:3b,direct,line,5,5,stop,314,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:252,llama3.2:3b,direct,rect,5,5,stop,344,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:253,llama3.2:3b,direct,arc+bar+line,1,1,stop,31,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:255,llama3.2:3b,direct,bar,2,2,stop,352,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:256,llama3.2:3b,direct,rect,5,5,stop,550,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:259,llama3.2:3b,direct,point,5,5,stop,288,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:278,llama3.2:3b,direct,arc,5,5,stop,217,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:283,llama3.2:3b,direct,rect,5,5,stop,303,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:286,llama3.2:3b,direct,bar,1,1,stop,356,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:292,llama3.2:3b,direct,rect,5,5,stop,394,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:296,llama3.2:3b,direct,bar,5,5,stop,356,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:298,llama3.2:3b,direct,bar,5,5,stop,292,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:300,llama3.2:3b,direct,arc,5,5,stop,233,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:302,llama3.2:3b,direct,rect,5,5,stop,341,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:307,llama3.2:3b,direct,rect,5,5,stop,409,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:314,llama3.2:3b,direct,arc,5,5,stop,369,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:315,llama3.2:3b,direct,bar,5,5,stop,364,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:317,llama3.2:3b,direct,rect,5,5,stop,299,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:319,llama3.2:3b,direct,boxplot,5,5,stop,303,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:326,llama3.2:3b,direct,rect,5,5,stop,250,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:327,llama3.2:3b,direct,boxplot,5,5,stop,232,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:331,llama3.2:3b,direct,bar,5,5,stop,263,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:332,llama3.2:3b,direct,arc,5,5,stop,409,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:336,llama3.2:3b,direct,arc,5,5,stop,233,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:338,llama3.2:3b,direct,rect,5,5,stop,415,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:340,llama3.2:3b,direct,rect,5,5,stop,422,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:346,llama3.2:3b,direct,bar+line+rect,5,5,stop,324,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:358,llama3.2:3b,direct,bar,5,5,stop,277,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:362,llama3.2:3b,direct,rect,5,5,stop,358,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:367,llama3.2:3b,direct,bar,5,5,stop,328,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:381,llama3.2:3b,direct,rect,5,5,stop,383,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:383,llama3.2:3b,direct,rect,5,5,stop,232,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:384,llama3.2:3b,direct,bar,5,5,stop,376,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:388,llama3.2:3b,direct,rect,5,5,stop,339,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:394,llama3.2:3b,direct,arc,5,5,stop,332,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:398,llama3.2:3b,direct,line,2,2,stop,116,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:403,llama3.2:3b,direct,point,5,5,stop,361,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:405,llama3.2:3b,direct,bar,5,5,stop,386,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:421,llama3.2:3b,direct,arc,5,5,stop,199,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:422,llama3.2:3b,direct,arc,5,5,stop,272,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:436,llama3.2:3b,direct,point,5,5,stop,277,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:444,llama3.2:3b,direct,point,5,5,stop,285,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:445,llama3.2:3b,direct,boxplot,5,5,stop,275,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:455,llama3.2:3b,direct,bar,5,5,stop,300,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:457,llama3.2:3b,direct,arc,5,5,stop,322,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:462,llama3.2:3b,direct,bar,1,1,stop,51,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:463,llama3.2:3b,direct,bar+line+point,5,5,stop,343,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:465,llama3.2:3b,direct,arc,5,5,stop,188,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:470,llama3.2:3b,direct,boxplot,2,2,stop,102,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:475,llama3.2:3b,direct,bar+line,5,5,stop,330,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:485,llama3.2:3b,direct,bar,5,5,stop,292,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:492,llama3.2:3b,direct,arc,5,5,stop,366,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:495,llama3.2:3b,direct,boxplot,5,5,stop,271,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:498,llama3.2:3b,direct,arc,5,5,stop,371,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:499,llama3.2:3b,direct,line,5,5,stop,297,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:507,llama3.2:3b,direct,rect,5,5,stop,293,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:508,llama3.2:3b,direct,arc,5,5,stop,287,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:515,llama3.2:3b,direct,line,3,3,stop,350,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:531,llama3.2:3b,direct,bar,5,5,stop,279,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:538,llama3.2:3b,direct,arc,5,5,stop,288,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:540,llama3.2:3b,direct,bar,5,5,stop,272,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:551,llama3.2:3b,direct,line,2,2,stop,138,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:554,llama3.2:3b,direct,point,5,5,stop,282,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:562,llama3.2:3b,direct,bar,5,5,stop,263,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:568,llama3.2:3b,direct,line,4,4,stop,234,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nvbench2:dev:571,llama3.2:3b,direct,rect,5,5,stop,364,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:572,llama3.2:3b,direct,bar,5,5,stop,311,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:573,llama3.2:3b,direct,point,5,5,stop,285,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:603,llama3.2:3b,direct,rect,5,5,stop,331,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:605,llama3.2:3b,direct,line,5,5,stop,274,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:606,llama3.2:3b,direct,bar,5,5,stop,314,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:612,llama3.2:3b,direct,arc,5,5,stop,230,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:614,llama3.2:3b,direct,bar,5,5,stop,288,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:628,llama3.2:3b,direct,rect,4,4,stop,408,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nvbench2:dev:641,llama3.2:3b,direct,rect,5,5,stop,391,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:642,llama3.2:3b,direct,line,4,4,stop,343,0.0,0.0,0.0,0.0,0.0,1.0,0.0
nvbench2:dev:644,llama3.2:3b,direct,bar+line,5,5,stop,295,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:647,llama3.2:3b,direct,bar,5,5,stop,306,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:651,llama3.2:3b,direct,bar,5,5,stop,297,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:655,llama3.2:3b,direct,line,5,5,stop,367,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:666,llama3.2:3b,direct,line,5,5,stop,284,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:672,llama3.2:3b,direct,bar,5,5,stop,325,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:675,llama3.2:3b,direct,bar,5,5,stop,284,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:681,llama3.2:3b,direct,bar,5,5,stop,326,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:683,llama3.2:3b,direct,bar,5,5,stop,400,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:684,llama3.2:3b,direct,bar,5,5,stop,284,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:713,llama3.2:3b,direct,bar,5,5,stop,327,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:715,llama3.2:3b,direct,point,5,5,stop,302,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:716,llama3.2:3b,direct,boxplot,5,5,stop,235,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:717,llama3.2:3b,direct,boxplot,5,5,stop,293,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:718,llama3.2:3b,direct,boxplot,5,5,stop,285,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:719,llama3.2:3b,direct,arc,5,5,stop,334,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:721,llama3.2:3b,direct,boxplot,5,5,stop,262,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:723,llama3.2:3b,direct,boxplot,5,5,stop,231,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:725,llama3.2:3b,direct,boxplot,5,5,stop,280,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:732,llama3.2:3b,direct,bar+line+rect,5,5,stop,296,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:733,llama3.2:3b,direct,bar+line+rect,5,5,stop,346,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:17,llama3.2:3b,direct_rich,line,5,5,stop,356,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:22,llama3.2:3b,direct_rich,boxplot,5,5,stop,258,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:23,llama3.2:3b,direct_rich,point,5,5,stop,271,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:25,llama3.2:3b,direct_rich,rect,5,5,stop,292,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:33,llama3.2:3b,direct_rich,arc,5,5,stop,202,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:34,llama3.2:3b,direct_rich,point,5,5,stop,300,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:35,llama3.2:3b,direct_rich,bar+line+point+rect,5,5,stop,310,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:39,llama3.2:3b,direct_rich,arc,2,2,stop,100,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:40,llama3.2:3b,direct_rich,rect,5,5,stop,296,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:41,llama3.2:3b,direct_rich,arc,5,5,stop,355,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:48,llama3.2:3b,direct_rich,arc,5,5,stop,263,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:49,llama3.2:3b,direct_rich,line,3,3,stop,335,0.0,0.0,0.0,0.0,1.0,0.0,0.0
nvbench2:dev:51,llama3.2:3b,direct_rich,bar,5,5,stop,309,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:54,llama3.2:3b,direct_rich,bar,5,5,stop,301,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:57,llama3.2:3b,direct_rich,rect,5,5,stop,292,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:61,llama3.2:3b,direct_rich,arc,5,5,stop,307,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:63,llama3.2:3b,direct_rich,arc,5,5,stop,340,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:68,llama3.2:3b,direct_rich,arc,5,5,stop,264,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:72,llama3.2:3b,direct_rich,arc,5,5,stop,368,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:73,llama3.2:3b,direct_rich,arc,5,5,stop,382,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:76,llama3.2:3b,direct_rich,bar,5,5,stop,244,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:83,llama3.2:3b,direct_rich,arc,5,5,stop,260,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:84,llama3.2:3b,direct_rich,rect,5,5,stop,327,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:89,llama3.2:3b,direct_rich,arc,5,5,stop,357,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:92,llama3.2:3b,direct_rich,arc,2,2,stop,110,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:97,llama3.2:3b,direct_rich,line,5,5,stop,374,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:103,llama3.2:3b,direct_rich,boxplot,5,5,stop,272,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:105,llama3.2:3b,direct_rich,arc,5,5,stop,410,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:108,llama3.2:3b,direct_rich,boxplot,5,5,stop,277,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:112,llama3.2:3b,direct_rich,boxplot,2,2,stop,117,0.0,0.0,0.0,1.0,0.0,0.0,0.0
nvbench2:dev:114,llama3.2:3b,direct_rich,line,5,5,stop,324,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:116,llama3.2:3b,direct_rich,arc,5,5,stop,351,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:118,llama3.2:3b,direct_rich,rect,5,5,stop,275,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:127,llama3.2:3b,direct_rich,arc,5,5,stop,352,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:136,llama3.2:3b,direct_rich,boxplot,5,5,stop,233,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:138,llama3.2:3b,direct_rich,bar,5,5,stop,321,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:139,llama3.2:3b,direct_rich,line,5,5,stop,305,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:143,llama3.2:3b,direct_rich,rect,5,5,stop,398,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:144,llama3.2:3b,direct_rich,bar,5,5,stop,341,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:149,llama3.2:3b,direct_rich,point,5,5,stop,259,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:157,llama3.2:3b,direct_rich,point,5,5,stop,252,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:158,llama3.2:3b,direct_rich,point,5,5,stop,290,0.0,0.0,0.0,0.0,0.0,0.0,1.0
nvbench2:dev:165,llama3.2:3b,direct_rich,line,1,1,stop,365,0.0,0.0,1.0,0.0,0.0,0.0,0.0
nvbench2:dev:167,llama3.2:3b,direct_rich,bar,5,5,stop,238,0.0,0.0,0.0,0.0,0.0,0.0,1.0
