record_id,step6_set_equal_gold,heuristic_mrr,heuristic_hit@1,heuristic_recall@1,heuristic_precision@1,heuristic_f1@1,heuristic_hit@3,heuristic_recall@3,heuristic_precision@3,heuristic_f1@3,heuristic_hit@5,heuristic_recall@5,heuristic_precision@5,heuristic_f1@5,learned_mrr,learned_hit@1,learned_recall@1,learned_precision@1,learned_f1@1,learned_hit@3,learned_recall@3,learned_precision@3,learned_f1@3,learned_hit@5,learned_recall@5,learned_precision@5,learned_f1@5
nvbench2:test:735,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.4,0.5714285714285715,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.4,0.5714285714285715
nvbench2:test:736,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:737,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.2,0.3333333333333333,0.25,1.0,0.2,0.3333333333333333,0.25,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.2,0.3333333333333333,0.25,1.0,0.2,0.3333333333333333,0.25
nvbench2:test:738,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
nvbench2:test:739,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.2,0.25,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:740,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,1.0,1.0,0.75,0.8571428571428571,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.75,0.8571428571428571
nvbench2:test:741,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8
nvbench2:test:742,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.25,1.0,0.4,1.0,0.75,1.0,0.8571428571428571,1.0,1.0,0.8,0.888888888888889
nvbench2:test:743,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.6666666666666666
nvbench2:test:744,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.6666666666666666
nvbench2:test:745,1.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.2,0.25,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:746,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,1.0,0.6,0.7499999999999999,1.0,1.0,0.3333333333333333,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999
nvbench2:test:747,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.2,0.3333333333333333,0.25,1.0,0.4,0.5,0.4444444444444445,1.0,1.0,0.2,1.0,0.33333333333333337,1.0,0.4,0.6666666666666666,0.5,1.0,0.4,0.5,0.4444444444444445
nvbench2:test:748,1.0,1.0,1.0,0.25,1.0,0.4,1.0,0.75,1.0,0.8571428571428571,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,0.4,1.0,0.75,1.0,0.8571428571428571,1.0,1.0,1.0,1.0
nvbench2:test:749,1.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.6666666666666666,0.8
nvbench2:test:750,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.5,0.3333333333333333,0.4,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.8,1.0,1.0,0.5,0.6666666666666666
