record_id,model,condition,gold_family,gold_count,candidate_count,exact_recall@5,core_recall@5,component_identical_recall@5,matched_recall@5_tau80,matched_recall@5_tau90,exact_recovered,core_recovered,component_identical_recovered,matched_recovered_tau80,matched_recovered_tau90,elapsed_seconds,prompt_tokens,generated_tokens,total_tokens
nvbench2:dev:35,qwen3:14b,direct,bar+line+point+rect,4,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.9440797089991975,266,190,456
nvbench2:dev:39,qwen3:14b,direct,arc,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.871067083999151,368,136,504
nvbench2:dev:40,qwen3:14b,direct,rect,4,5,0.0,0.0,0.25,0.25,0.25,0,0,1,1,1,5.636656792001304,354,209,563
nvbench2:dev:41,qwen3:14b,direct,arc,3,1,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0,0,0,1,1,1.2643443750002916,361,28,389
nvbench2:dev:48,qwen3:14b,direct,arc,2,5,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,4.346271874999729,286,165,451
nvbench2:dev:49,qwen3:14b,direct,line,2,5,0.0,0.0,1.0,1.0,1.0,0,0,2,2,2,5.640534167001533,284,216,500
nvbench2:dev:51,qwen3:14b,direct,bar,5,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.1700986249998095,294,196,490
nvbench2:dev:54,qwen3:14b,direct,bar,2,2,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,1.95378745799826,297,66,363
nvbench2:dev:57,qwen3:14b,direct,rect,3,5,0.0,0.0,0.3333333333333333,1.0,0.6666666666666666,0,0,1,3,2,5.687146624999514,295,217,512
nvbench2:dev:61,qwen3:14b,direct,arc,2,1,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,1.2773862500016548,330,30,360
nvbench2:dev:63,qwen3:14b,direct,arc,5,5,0.0,0.0,0.0,0.4,0.4,0,0,0,2,2,3.5276314170005207,327,130,457
nvbench2:dev:68,qwen3:14b,direct,arc,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.3109027499995136,351,28,379
nvbench2:dev:72,qwen3:14b,direct,arc,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,10.796518291999746,457,408,865
nvbench2:dev:73,qwen3:14b,direct,arc,2,1,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,1.619368833000408,446,30,476
nvbench2:dev:76,qwen3:14b,direct,bar,5,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.067987082999025,458,179,637
nvbench2:dev:83,qwen3:14b,direct,arc,4,1,0.0,0.0,0.0,0.25,0.25,0,0,0,1,1,1.3735930420007207,388,28,416
nvbench2:dev:84,qwen3:14b,direct,rect,5,5,0.0,0.0,0.0,1.0,0.0,0,0,0,5,0,5.545354958001553,388,203,591
nvbench2:dev:89,qwen3:14b,direct,arc,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.199301915999968,387,148,535
nvbench2:dev:92,qwen3:14b,direct,arc,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.559713375001593,395,160,555
nvbench2:dev:97,qwen3:14b,direct,line,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.924929582999539,307,59,366
nvbench2:dev:103,qwen3:14b,direct,boxplot,4,3,0.0,0.0,0.5,0.75,0.75,0,0,2,3,3,2.8257721659992967,304,100,404
nvbench2:dev:105,qwen3:14b,direct,arc,2,5,0.5,0.5,0.5,1.0,0.5,1,1,1,2,1,3.8030530830001226,305,136,441
nvbench2:dev:108,qwen3:14b,direct,boxplot,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.2204091670009802,304,33,337
nvbench2:dev:112,qwen3:14b,direct,boxplot,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.3091248749988154,356,118,474
nvbench2:dev:114,qwen3:14b,direct,line,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.986519166999642,362,219,581
nvbench2:dev:116,qwen3:14b,direct,arc,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.8319708749986603,360,136,496
nvbench2:dev:118,qwen3:14b,direct,rect,2,5,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,5.614840584001286,347,205,552
nvbench2:dev:127,qwen3:14b,direct,arc,2,5,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2,3.791903959001502,375,132,507
nvbench2:dev:136,qwen3:14b,direct,boxplot,2,5,0.0,0.0,1.0,1.0,1.0,0,0,2,2,2,4.7118813330016565,282,174,456
nvbench2:dev:138,qwen3:14b,direct,bar,3,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.0349777079991327,263,73,336
nvbench2:dev:139,qwen3:14b,direct,line,4,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.675640375000512,259,98,357
nvbench2:dev:143,qwen3:14b,direct,rect,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.621845874999053,315,208,523
nvbench2:dev:144,qwen3:14b,direct,bar,2,1,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,1.3273693330011156,317,34,351
nvbench2:dev:149,qwen3:14b,direct,point,2,5,0.0,0.0,0.5,0.5,0.5,0,0,1,1,1,5.703113665998899,372,209,581
nvbench2:dev:157,qwen3:14b,direct,point,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.1797430839997105,367,110,477
nvbench2:dev:158,qwen3:14b,direct,point,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.013369375001275,380,136,516
nvbench2:dev:165,qwen3:14b,direct,line,5,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.9341794159990968,336,61,397
nvbench2:dev:167,qwen3:14b,direct,bar,5,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.026018333999673,291,70,361
nvbench2:dev:176,qwen3:14b,direct,line,5,5,0.0,0.0,0.0,0.2,0.0,0,0,0,1,0,4.744446667000375,284,177,461
nvbench2:dev:182,qwen3:14b,direct,rect,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.205476540999371,388,224,612
nvbench2:dev:188,qwen3:14b,direct,rect,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.149998875000165,279,235,514
nvbench2:dev:191,qwen3:14b,direct,rect,2,1,0.0,0.0,0.5,0.5,0.5,0,0,1,1,1,1.6488164999991568,278,53,331
nvbench2:dev:203,qwen3:14b,direct,bar+line,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.330597124999258,387,152,539
nvbench2:dev:214,qwen3:14b,direct,rect,5,1,0.0,0.0,0.0,0.2,0.0,0,0,0,1,0,1.8524820410002576,371,49,420
nvbench2:dev:223,qwen3:14b,direct,boxplot,5,5,0.0,0.0,1.0,1.0,1.0,0,0,5,5,5,4.596087040999919,373,163,536
nvbench2:dev:228,qwen3:14b,direct,rect,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.880086875000416,396,174,570
nvbench2:dev:232,qwen3:14b,direct,arc,2,5,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2,3.830768583000463,379,132,511
nvbench2:dev:245,qwen3:14b,direct,line,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.042032957999254,492,248,740
nvbench2:dev:252,qwen3:14b,direct,rect,1,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.9525326670009235,263,149,412
nvbench2:dev:253,qwen3:14b,direct,arc+bar+line,3,3,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0,1,2,1,2.363563332999547,273,80,353
nvbench2:dev:255,qwen3:14b,direct,bar,3,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.4732138750005106,286,128,414
nvbench2:dev:256,qwen3:14b,direct,rect,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.209409041999606,293,235,528
nvbench2:dev:259,qwen3:14b,direct,point,2,5,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,5.853356457999325,423,208,631
nvbench2:dev:278,qwen3:14b,direct,arc,3,1,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0,0,0,1,1,1.3481456249992334,360,30,390
nvbench2:dev:283,qwen3:14b,direct,rect,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.029505624999729,547,247,794
nvbench2:dev:286,qwen3:14b,direct,bar,2,1,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,1.9881482090004283,536,34,570
nvbench2:dev:292,qwen3:14b,direct,rect,2,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,12.98687604099905,568,482,1050
nvbench2:dev:296,qwen3:14b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.691594208999959,537,190,727
nvbench2:dev:298,qwen3:14b,direct,bar,2,5,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,4.924980374998995,540,158,698
nvbench2:dev:300,qwen3:14b,direct,arc,2,5,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2,4.149927250000474,531,130,661
nvbench2:dev:302,qwen3:14b,direct,rect,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.495141416999104,345,200,545
nvbench2:dev:307,qwen3:14b,direct,rect,3,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.594587207999211,363,328,691
nvbench2:dev:314,qwen3:14b,direct,arc,2,1,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,1.420705792001172,382,30,412
nvbench2:dev:315,qwen3:14b,direct,bar,2,5,0.0,0.0,0.5,1.0,1.0,0,0,1,2,2,6.0671804580015305,386,225,611
nvbench2:dev:317,qwen3:14b,direct,rect,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.6523487089998525,401,243,644
nvbench2:dev:319,qwen3:14b,direct,boxplot,5,5,0.0,0.0,1.0,1.0,1.0,0,0,5,5,5,4.82670862499981,384,173,557
nvbench2:dev:326,qwen3:14b,direct,rect,2,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.374235417000818,326,200,526
nvbench2:dev:327,qwen3:14b,direct,boxplot,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.214019249999183,304,155,459
nvbench2:dev:331,qwen3:14b,direct,bar,4,3,0.0,0.0,0.0,0.25,0.0,0,0,0,1,0,3.3824357089997648,329,121,450
nvbench2:dev:332,qwen3:14b,direct,arc,3,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.1699595840000256,297,75,372
nvbench2:dev:336,qwen3:14b,direct,arc,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.79870929199933,308,138,446
nvbench2:dev:338,qwen3:14b,direct,rect,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.950298500001736,304,184,488
nvbench2:dev:340,qwen3:14b,direct,rect,3,5,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0,1,2,1,4.822414582999045,309,180,489
nvbench2:dev:346,qwen3:14b,direct,bar+line+rect,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.920386583999061,395,258,653
nvbench2:dev:358,qwen3:14b,direct,bar,2,5,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,4.803955584000505,387,173,560
nvbench2:dev:362,qwen3:14b,direct,rect,3,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.564108250000572,323,169,492
nvbench2:dev:367,qwen3:14b,direct,bar,2,1,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,1.3821788330005802,314,36,350
nvbench2:dev:381,qwen3:14b,direct,rect,3,5,0.0,0.0,0.6666666666666666,1.0,1.0,0,0,2,3,3,6.095422791000601,348,230,578
nvbench2:dev:383,qwen3:14b,direct,rect,3,5,0.0,0.0,0.3333333333333333,1.0,1.0,0,0,1,3,3,6.210953707999579,320,238,558
nvbench2:dev:384,qwen3:14b,direct,bar,3,5,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,4.604744250000294,342,168,510
nvbench2:dev:388,qwen3:14b,direct,rect,1,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.955719542000224,283,355,638
nvbench2:dev:394,qwen3:14b,direct,arc,2,1,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,1.1352905000003375,277,30,307
nvbench2:dev:398,qwen3:14b,direct,line,4,1,0.0,0.0,0.25,0.25,0.25,0,0,1,1,1,1.097300167000867,264,34,298
nvbench2:dev:403,qwen3:14b,direct,point,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.022764583000026,318,314,632
nvbench2:dev:405,qwen3:14b,direct,bar,5,5,0.0,0.0,0.0,0.4,0.2,0,0,0,2,1,4.013794291000522,307,149,456
nvbench2:dev:421,qwen3:14b,direct,arc,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.7759502080007223,479,124,603
nvbench2:dev:422,qwen3:14b,direct,arc,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.4057785000004515,494,149,643
nvbench2:dev:436,qwen3:14b,direct,point,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.129616332998921,430,185,615
nvbench2:dev:444,qwen3:14b,direct,point,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.576081375000285,443,200,643
nvbench2:dev:445,qwen3:14b,direct,boxplot,4,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.58665958399979,429,34,463
nvbench2:dev:455,qwen3:14b,direct,bar,2,5,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2,4.020727582999825,318,154,472
nvbench2:dev:457,qwen3:14b,direct,arc,2,1,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,1.2318475839983876,320,30,350
nvbench2:dev:462,qwen3:14b,direct,bar,3,3,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,2.7027232500004175,276,102,378
nvbench2:dev:463,qwen3:14b,direct,bar+line+point,4,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.4252443330005917,551,102,653
nvbench2:dev:465,qwen3:14b,direct,arc,5,1,0.0,0.0,0.0,0.2,0.2,0,0,0,1,1,1.7132673329997488,512,28,540
nvbench2:dev:470,qwen3:14b,direct,boxplot,5,5,0.0,0.0,0.0,0.8,0.0,0,0,0,4,0,4.63185620799959,511,161,672
nvbench2:dev:475,qwen3:14b,direct,bar+line,4,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.994118124999659,516,173,689
nvbench2:dev:485,qwen3:14b,direct,bar,3,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.354134624998551,286,125,411
nvbench2:dev:492,qwen3:14b,direct,arc,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.470767541999521,295,132,427
nvbench2:dev:495,qwen3:14b,direct,boxplot,3,3,0.0,0.0,1.0,1.0,1.0,0,0,3,3,3,2.756533957999636,293,102,395
nvbench2:dev:498,qwen3:14b,direct,arc,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.0623185000004014,264,31,295
nvbench2:dev:499,qwen3:14b,direct,line,3,5,0.0,0.0,0.3333333333333333,0.6666666666666666,0.3333333333333333,0,0,1,2,1,4.023809791999156,255,158,413
nvbench2:dev:507,qwen3:14b,direct,rect,2,4,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.462658083000861,380,287,667
nvbench2:dev:508,qwen3:14b,direct,arc,2,5,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2,3.742065709000599,372,134,506
nvbench2:dev:515,qwen3:14b,direct,line,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.089416333999907,290,240,530
nvbench2:dev:531,qwen3:14b,direct,bar,2,5,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2,4.19087216600019,362,156,518
nvbench2:dev:538,qwen3:14b,direct,arc,2,2,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2,1.6112254170002416,250,55,305
nvbench2:dev:540,qwen3:14b,direct,bar,2,5,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2,3.960094416999709,301,153,454
nvbench2:dev:551,qwen3:14b,direct,line,4,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.9440477499992994,259,69,328
nvbench2:dev:554,qwen3:14b,direct,point,2,5,0.0,0.0,0.5,0.5,0.5,0,0,1,1,1,4.8775682499999675,253,192,445
nvbench2:dev:562,qwen3:14b,direct,bar,3,5,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,1,1,4.126547166999444,314,157,471
nvbench2:dev:568,qwen3:14b,direct,line,5,1,0.0,0.0,0.0,0.2,0.0,0,0,0,1,0,1.329564333000235,279,39,318
nvbench2:dev:571,qwen3:14b,direct,rect,3,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.0231439170001977,362,110,472
nvbench2:dev:572,qwen3:14b,direct,bar,2,5,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2,6.080268209001588,346,232,578
nvbench2:dev:573,qwen3:14b,direct,point,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.3823385830000916,338,34,372
nvbench2:dev:603,qwen3:14b,direct,rect,3,5,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,4.0124580829997285,330,155,485
nvbench2:dev:605,qwen3:14b,direct,line,4,3,0.0,0.0,0.0,0.25,0.0,0,0,0,1,0,2.9941214579994266,329,109,438
nvbench2:dev:606,qwen3:14b,direct,bar,2,3,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,2.625349333000486,328,92,420
nvbench2:dev:612,qwen3:14b,direct,arc,3,1,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0,0,0,1,1,1.4635238340015349,402,30,432
nvbench2:dev:614,qwen3:14b,direct,bar,2,5,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,4.861897540999053,405,181,586
nvbench2:dev:628,qwen3:14b,direct,rect,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.495365208000294,490,68,558
nvbench2:dev:641,qwen3:14b,direct,rect,2,3,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2,3.7137310410016653,271,146,417
nvbench2:dev:642,qwen3:14b,direct,line,5,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.775878125001327,283,146,429
nvbench2:dev:644,qwen3:14b,direct,bar+line,2,5,0.0,0.0,0.5,1.0,0.5,0,0,1,2,1,5.7145654579999245,392,215,607
nvbench2:dev:647,qwen3:14b,direct,bar,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.976677500000733,392,226,618
nvbench2:dev:651,qwen3:14b,direct,bar,5,5,0.0,0.0,0.0,0.4,0.4,0,0,0,2,2,4.886415499999202,389,181,570
nvbench2:dev:655,qwen3:14b,direct,line,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,7.5456986670014885,439,283,722
nvbench2:dev:666,qwen3:14b,direct,line,2,5,0.0,0.0,1.0,1.0,1.0,0,0,2,2,2,4.095925874999011,426,146,572
nvbench2:dev:672,qwen3:14b,direct,bar,4,5,0.0,0.0,0.25,1.0,0.75,0,0,1,4,3,4.355413041999782,293,166,459
nvbench2:dev:675,qwen3:14b,direct,bar,4,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.6492902919999324,293,99,392
nvbench2:dev:681,qwen3:14b,direct,bar,2,5,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2,4.2902295000003505,374,156,530
nvbench2:dev:683,qwen3:14b,direct,bar,2,2,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,8.515081542000189,405,329,734
nvbench2:dev:684,qwen3:14b,direct,bar,2,4,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,3.695094958999107,376,132,508
nvbench2:dev:713,qwen3:14b,direct,bar,5,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.951764708001065,274,230,504
nvbench2:dev:715,qwen3:14b,direct,point,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5.229162584000733,395,194,589
nvbench2:dev:716,qwen3:14b,direct,boxplot,4,5,0.0,0.0,1.0,1.0,1.0,0,0,4,4,4,4.40673366700139,396,161,557
nvbench2:dev:717,qwen3:14b,direct,boxplot,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.4459242920001998,394,31,425
nvbench2:dev:718,qwen3:14b,direct,boxplot,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.596737583000504,395,131,526
nvbench2:dev:719,qwen3:14b,direct,arc,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.965024999999514,413,51,464
nvbench2:dev:721,qwen3:14b,direct,boxplot,4,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.7606695409995154,404,47,451
nvbench2:dev:723,qwen3:14b,direct,boxplot,2,1,0.0,0.0,0.0,0.5,0.0,0,0,0,1,0,1.1783965840004385,390,23,413
nvbench2:dev:725,qwen3:14b,direct,boxplot,2,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.0160607910002,394,147,541
nvbench2:dev:732,qwen3:14b,direct,bar+line+rect,5,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.1799157500008732,478,98,576
nvbench2:dev:733,qwen3:14b,direct,bar+line+rect,5,5,0.0,0.0,0.0,0.4,0.4,0,0,0,2,2,3.905253916998845,476,130,606
nvbench2:dev:17,qwen3:14b,direct_rich,line,5,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,6.483518166998692,439,219,658
nvbench2:dev:22,qwen3:14b,direct_rich,boxplot,3,5,0.0,0.0,1.0,1.0,1.0,0,0,3,3,3,4.7222359160005,412,176,588
nvbench2:dev:23,qwen3:14b,direct_rich,point,4,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.7597824160002347,413,95,508
nvbench2:dev:25,qwen3:14b,direct_rich,rect,5,5,0.0,0.0,0.6,0.6,0.6,0,0,3,3,3,5.20389462500134,413,190,603
nvbench2:dev:33,qwen3:14b,direct_rich,arc,4,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.77928220800095,421,139,560
nvbench2:dev:34,qwen3:14b,direct_rich,point,2,1,0.0,0.0,0.5,0.5,0.5,0,0,1,1,1,1.1841071669987286,333,35,368
nvbench2:dev:35,qwen3:14b,direct_rich,bar+line+point+rect,4,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.2872370000004594,336,42,378
nvbench2:dev:39,qwen3:14b,direct_rich,arc,3,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.248382665999088,438,70,508
nvbench2:dev:40,qwen3:14b,direct_rich,rect,4,5,0.0,0.0,0.25,0.25,0.25,0,0,1,1,1,5.5683512079995126,424,209,633
nvbench2:dev:41,qwen3:14b,direct_rich,arc,3,1,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0,0,0,1,1,1.2742097079990344,431,28,459
nvbench2:dev:48,qwen3:14b,direct_rich,arc,2,1,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,1.0531684999987192,356,30,386
nvbench2:dev:49,qwen3:14b,direct_rich,line,2,2,0.0,0.0,0.5,1.0,1.0,0,0,1,2,2,1.8274309169992193,354,65,419
nvbench2:dev:51,qwen3:14b,direct_rich,bar,5,1,0.0,0.0,0.0,0.2,0.0,0,0,0,1,0,1.7872277919996122,364,60,424
nvbench2:dev:54,qwen3:14b,direct_rich,bar,2,1,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,1.2204318339991005,367,34,401
nvbench2:dev:57,qwen3:14b,direct_rich,rect,3,3,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,1,1,3.5465097910000623,365,134,499
nvbench2:dev:61,qwen3:14b,direct_rich,arc,2,1,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,1.2649277079999592,400,30,430
nvbench2:dev:63,qwen3:14b,direct_rich,arc,5,5,0.0,0.0,0.0,0.4,0.4,0,0,0,2,2,3.4499623749998136,397,130,527
nvbench2:dev:68,qwen3:14b,direct_rich,arc,2,1,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,2.0822578749994136,421,63,484
nvbench2:dev:72,qwen3:14b,direct_rich,arc,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.46734479099905,527,72,599
nvbench2:dev:73,qwen3:14b,direct_rich,arc,2,1,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,1.5905844999997498,516,30,546
nvbench2:dev:76,qwen3:14b,direct_rich,bar,5,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.446905708000486,528,74,602
nvbench2:dev:83,qwen3:14b,direct_rich,arc,4,1,0.0,0.0,0.0,0.25,0.25,0,0,0,1,1,1.33473233299992,458,28,486
nvbench2:dev:84,qwen3:14b,direct_rich,rect,5,5,0.0,0.0,0.0,1.0,0.0,0,0,0,5,0,6.089273416999276,458,228,686
nvbench2:dev:89,qwen3:14b,direct_rich,arc,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3.995180124999024,457,143,600
nvbench2:dev:92,qwen3:14b,direct_rich,arc,3,5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,4.223164874998474,465,149,614
nvbench2:dev:97,qwen3:14b,direct_rich,line,2,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.514765833000638,377,86,463
nvbench2:dev:103,qwen3:14b,direct_rich,boxplot,4,1,0.0,0.0,0.25,0.25,0.25,0,0,1,1,1,1.345455957998638,374,36,410
nvbench2:dev:105,qwen3:14b,direct_rich,arc,2,1,0.5,0.5,0.5,0.5,0.5,1,1,1,1,1,1.1788717079998605,375,30,405
nvbench2:dev:108,qwen3:14b,direct_rich,boxplot,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.2709097499991913,374,35,409
nvbench2:dev:112,qwen3:14b,direct_rich,boxplot,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.5728497079999215,426,89,515
nvbench2:dev:114,qwen3:14b,direct_rich,line,2,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.135592041999189,432,64,496
nvbench2:dev:116,qwen3:14b,direct_rich,arc,3,3,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2.3335651670004154,430,78,508
nvbench2:dev:118,qwen3:14b,direct_rich,rect,2,5,0.0,0.0,0.0,1.0,0.0,0,0,0,2,0,5.707802165999965,417,212,629
nvbench2:dev:127,qwen3:14b,direct_rich,arc,2,5,0.0,0.0,0.0,1.0,1.0,0,0,0,2,2,3.985887167000328,445,140,585
nvbench2:dev:136,qwen3:14b,direct_rich,boxplot,2,5,0.0,0.0,1.0,1.0,1.0,0,0,2,2,2,4.573534417000701,352,173,525
nvbench2:dev:138,qwen3:14b,direct_rich,bar,3,1,0.0,0.0,0.0,0.3333333333333333,0.0,0,0,0,1,0,1.0576681250004185,333,30,363
nvbench2:dev:139,qwen3:14b,direct_rich,line,4,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.1568468749992462,329,36,365
nvbench2:dev:143,qwen3:14b,direct_rich,rect,3,1,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1.5959384999987378,385,48,433
nvbench2:dev:144,qwen3:14b,direct_rich,bar,2,1,0.0,0.0,0.0,0.5,0.5,0,0,0,1,1,1.2859986669991486,387,34,421
nvbench2:dev:149,qwen3:14b,direct_rich,point,2,5,0.0,0.0,0.5,0.5,0.5,0,0,1,1,1,6.300375834000079,442,235,677
