condition,record_id,gold_family,left_seed,right_seed,top1_agreement,candidate_set_jaccard,valid_set_jaccard,rank_biased_overlap_p90
direct,nvbench2:dev:253,arc+bar+line,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:253,arc+bar+line,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:255,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:255,bar,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:255,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:256,rect,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:256,rect,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:256,rect,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:259,point,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:259,point,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:259,point,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:278,arc,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:278,arc,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:278,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:283,rect,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:283,rect,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:283,rect,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:286,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:286,bar,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:286,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:292,rect,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:292,rect,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:292,rect,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:296,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:296,bar,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:296,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:298,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:298,bar,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:298,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:300,arc,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:300,arc,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:300,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:302,rect,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:302,rect,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:302,rect,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:307,rect,55,101,1.0,1.0,1.0,0.9999999999999999
direct,nvbench2:dev:307,rect,55,202,1.0,1.0,1.0,0.9999999999999999
direct,nvbench2:dev:307,rect,101,202,1.0,1.0,1.0,0.9999999999999999
direct,nvbench2:dev:314,arc,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:314,arc,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:314,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:315,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:315,bar,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:315,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:317,rect,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:317,rect,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:317,rect,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:319,boxplot,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:319,boxplot,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:319,boxplot,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:326,rect,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:326,rect,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:326,rect,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:327,boxplot,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:327,boxplot,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:327,boxplot,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:331,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:331,bar,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:331,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:332,arc,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:332,arc,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:332,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:336,arc,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:336,arc,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:336,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:338,rect,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:338,rect,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:338,rect,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:340,rect,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:340,rect,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:340,rect,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:346,bar+line+rect,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:346,bar+line+rect,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:346,bar+line+rect,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:358,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:358,bar,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:358,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:362,rect,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:362,rect,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:362,rect,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:367,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:367,bar,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:367,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:381,rect,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:381,rect,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:381,rect,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:383,rect,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:383,rect,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:383,rect,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:384,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:384,bar,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:384,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:388,rect,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:388,rect,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:388,rect,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:394,arc,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:394,arc,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:394,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:398,line,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:398,line,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:398,line,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:403,point,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:403,point,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:403,point,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:405,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:405,bar,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:405,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:421,arc,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:421,arc,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:421,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:422,arc,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:422,arc,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:422,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:436,point,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:436,point,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:436,point,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:444,point,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:444,point,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:444,point,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:445,boxplot,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:445,boxplot,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:445,boxplot,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:455,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:455,bar,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:455,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:457,arc,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:457,arc,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:457,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:462,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:462,bar,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:462,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:463,bar+line+point,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:463,bar+line+point,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:463,bar+line+point,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:465,arc,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:465,arc,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:465,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:470,boxplot,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:470,boxplot,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:470,boxplot,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:475,bar+line,55,101,1.0,1.0,1.0,0.9999999999999999
direct,nvbench2:dev:475,bar+line,55,202,1.0,1.0,1.0,0.9999999999999999
direct,nvbench2:dev:475,bar+line,101,202,1.0,1.0,1.0,0.9999999999999999
direct,nvbench2:dev:485,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:485,bar,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:485,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:492,arc,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:492,arc,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:492,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:495,boxplot,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:495,boxplot,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:495,boxplot,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:498,arc,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:498,arc,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:498,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:499,line,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:499,line,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:499,line,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:507,rect,55,101,1.0,1.0,1.0,0.9999999999999999
direct,nvbench2:dev:507,rect,55,202,1.0,1.0,1.0,0.9999999999999999
direct,nvbench2:dev:507,rect,101,202,1.0,1.0,1.0,0.9999999999999999
direct,nvbench2:dev:508,arc,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:508,arc,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:508,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:515,line,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:515,line,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:515,line,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:531,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:531,bar,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:531,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:538,arc,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:538,arc,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:538,arc,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:540,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:540,bar,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:540,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:551,line,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:551,line,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:551,line,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:554,point,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:554,point,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:554,point,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:562,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:562,bar,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:562,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:568,line,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:568,line,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:568,line,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:571,rect,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:571,rect,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:571,rect,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:572,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:572,bar,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:572,bar,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:573,point,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:573,point,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:573,point,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:603,rect,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:603,rect,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:603,rect,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:605,line,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:605,line,55,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:605,line,101,202,1.0,1.0,1.0,1.0
direct,nvbench2:dev:606,bar,55,101,1.0,1.0,1.0,1.0
direct,nvbench2:dev:606,bar,55,202,1.0,1.0,1.0,1.0
